Question,True_Title,Recalling,Recall_Weight
交易所的自营类会员资格可以转让吗？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,2
中小企业在政府采购中提供的货物是否可以使用大型企业的注册商标？,财政部、工业和信息化部关于印发《政府采购促进中小企业发展暂行办法》的通知,1,1
历史排放法和基准线法在确定碳排放配额时有何区别？,上海市碳排放管理试行办法,1,1
采购人在与供应商交往过程中有哪些禁止行为？,政府采购货物和服务招标投标管理办法,1,7
受托机构如何调查和核实增资人的股权结构及其合法性？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
公共资源拍卖平台需要向监管部门报告哪些内容？,上海市商务委员会等七部门关于印发《上海市公共资源拍卖管理办法》的通知,1,1
评审报告需要包含哪些主要内容？,政府采购非招标采购方式管理办法,1,2
行政事业单位在处置国有资产时，应遵循哪些规范？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
财政部门、主管部门和行政事业单位在对所属企业进行监督管理时，需要关注哪些方面？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
拍卖企业在拍卖前违规进行公告或展示，会受到哪些具体处罚？,拍卖管理办法,1,1
在确定建筑工程合同价款时，哪些因素需要考虑？,建筑工程施工发包与承包计价管理办法,1,2
磋商小组成员在进行评审时需要遵循哪些原则？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,1
使用银行保函提交投标保证金时，对申请人和保证人有什么要求？,投标保证金提交与退还操作须知,1,1
竞争性谈判小组或询价小组的组成有何具体要求？,政府采购非招标采购方式管理办法,1,1
招标投标交易场所的监管机构在电子招标投标工作中的职责是什么？,电子招标投标办法,1,1
财政部门如何完善行政事业单位的资产管理制度？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
如果转让当事人申报的转让价格明显低于市场价格，税费应如何计算？,上海市房地产转让办法,1,1
造价工程师在编制文件时提供虚假信息，会面临哪些处罚？,建筑工程施工发包与承包计价管理办法,1,1
财政部门工作人员在处理投诉时违规，会受到什么处罚？,政府采购质疑和投诉办法,1,1
事业单位在进行非货币性资产对外投资时，需要履行哪些程序？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
大型或复杂项目的验收过程中，是否必须邀请国家认可的质量检测机构参加？,政府采购非招标采购方式管理办法,0,
哪些情况下房地产不得进行转让？,上海市房地产转让办法,1,1
如何确定国有资产转让的最低价格？,中华人民共和国企业国有资产法,1,1
投资者在决定参与碳排放交易前需要进行哪些方面的评估？,【碳排放权】上海环境能源交易所碳排放交易机构投资者适当性制度实施办法（试行）,1,2
在地方金融监管部门和中国证监会派出机构进行检查或调查时，被检查单位和个人有哪些义务？,区域性股权市场监督管理试行办法,0,
电子开标的具体时间和方式是如何确定的？,上海市公共资源交易管理办法,0,
拍卖人需要保管相关业务资料多长时间？,中华人民共和国拍卖法,1,5
国资监管机构在企业国有资产交易中具体承担哪些监管职责？,企业国有资产交易监督管理办法,1,2
如果投标截止后只有两家供应商投标，是否可以进行开标？,政府采购货物和服务招标投标管理办法,1,1
招标投标时，信息发布媒介是否可以收取费用来发布依法必须招标项目的招标公告和公示信息？,招标公告和公示信息发布管理办法,1,1
在政府采购进口产品合同履行过程中，如果发现合同内容危害国家利益和社会公共利益，采购人应该如何处理？,财政部关于印发《政府采购进口产品管理办法》的通知,1,1
申请人能否直接向联交所提出终结交易的申请？,【产权交易】上海联合产权交易所有限公司交易中止和终结操作细则（沪联产交〔2018〕50号）,1,1
如果交易主体认为交易过程中存在侵权行为，应如何进行投诉？,上海市公共资源交易管理办法,0,
本市碳排放交易制度的交易标的是什么？是否鼓励创新相关产品？,上海市碳排放管理试行办法,1,5
行政事业单位在配合财政部门监督检查时，需要做哪些具体工作？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,3
竞争性谈判公告、竞争性磋商公告和询价公告中需要包含哪些关键信息？,财政部关于做好政府采购信息公开工作的通知,1,2
出让人在发布招标、拍卖或挂牌公告时，需要提前多久进行公告？,招标拍卖挂牌出让国有建设用地使用权规定,1,6
市发展改革部门收到第三方机构的核查报告后，多久内会审定年度碳排放量？,上海市碳排放管理试行办法,1,1
委托人在拍卖开始前是否可以撤回拍卖标的？,中华人民共和国拍卖法,1,1
房地产转让可以采取哪些具体方式？,上海市房地产转让办法,1,1
哪些企业的国有资产监督管理适用于企业国有资产监督管理暂行条例？,企业国有资产监督管理暂行条例,1,1
如果磋商文件内容违反国家强制性规定，磋商小组应该怎么处理？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,1
当前政府采购活动内部控制制度存在哪些主要问题？,财政部关于加强政府采购活动内部控制管理的指导意见,1,1
在电子招标投标过程中，如果纸质文件和数据电文内容不一致，应以哪个为准？,电子招标投标办法,1,1
供应商在哪些情况下会被财政部门处罚并记录在诚信档案中？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),1,1
如果招标人与中标人签订的合同与招标文件不一致，会有什么后果？,工程建设项目施工招标投标办法,1,3
如果未中标，投标保证金多久能退还？,招标拍卖挂牌出让国有建设用地使用权规定,0,
哪些部门负责确定和调整纳入配额管理的行业范围及排放单位的碳排放规模？,上海市碳排放管理试行办法,1,1
投诉人在提交投诉时需要提供哪些材料？,政府采购质疑和投诉办法,1,1
如果招标文件需要修改，应该如何通知潜在供应商？,财政部关于做好政府采购信息公开工作的通知,0,
上海市公共资源交易中心中介机构信用记分在70到80分之间，评估结果和标注颜色是怎样的？,【综合采购】上海市公共资源交易中心中介机构和中介机构从业人员信用记分评估标准（试行）,1,1
在什么情况下，采购项目可以采用竞争性谈判方式？,政府采购非招标采购方式管理办法,1,1
如果公开招标的货物或服务采购项目只有两家供应商实质性响应，可以如何处理？,政府采购非招标采购方式管理办法,1,1
房地产转让合同在什么情况下会延迟生效？,上海市房地产转让办法,1,1
投标人在截止时间前是否可以修改已提交的投标文件？,政府采购货物和服务招标投标管理办法,1,2
如果成交供应商拒绝签订政府采购合同，采购人应该如何处理？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,6
上海市公共资源交易综合专家库的管理办法由哪个部门制定？,上海市公共资源交易管理办法,1,2
主管部门在行政事业单位国有资产管理的职责是什么？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,3
政府购买服务合同的履行期限一般有多长？在什么情况下可以延长至3年？,政府购买服务管理办法,1,1
企业在进行国有资产交易时，哪些行为属于企业国有资产交易行为？,企业国有资产交易监督管理办法,1,1
本市在支持碳排放管理相关能力建设活动方面有哪些财政措施？,上海市碳排放管理试行办法,1,3
尽职调查工作底稿可以以哪些形式保存？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
在招投标项目中，访谈笔录需要哪些人签字确认？,【产权交易】企业增资业务受托机构工作指引（试行）,0,
全国和地方工程施工招标投标活动的监督管理分别由哪些部门负责？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,1
投标报价有哪些限制条件？,建筑工程施工发包与承包计价管理办法,1,1
评标小组的组成和人数有何具体要求？,招标拍卖挂牌出让国有建设用地使用权规定,0,
碳排放交易规则由谁制订，并且需要经过哪些程序才能公布？,上海市碳排放管理试行办法,1,5
供应商、采购代理机构和评审专家的违法失信行为信息月度记录最晚何时需要公告？,财政部关于做好政府采购信息公开工作的通知,1,1
哪些情况下投标会被认定为无效？,政府采购货物和服务招标投标管理办法,1,1
国有资产交易的监督管理职责是如何划分的？,企业国有资产交易监督管理办法,1,3
谈判结束后，提交最后报价的供应商数量有何要求？,政府采购非招标采购方式管理办法,1,1
在进行国有建设用地使用权的招标、拍卖或挂牌出让时，需要遵循哪些基本原则？,招标拍卖挂牌出让国有建设用地使用权规定,1,1
建筑工程合同中，哪些情况下需要约定合同价款的调整方法？,建筑工程施工发包与承包计价管理办法,1,3
如果在法定质疑期内提交了质疑函，采购人或者采购代理机构多久内必须给予答复？,政府采购质疑和投诉办法,1,1
询价采购中，从发出询价通知书到供应商提交响应文件的期限是多久？,政府采购非招标采购方式管理办法,1,1
如果供应商未在上海政府采购网登记，能否参与政府采购活动？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),1,1
办理房地产过户手续时，需要提交哪些文件？,上海市房地产转让办法,1,1
公共基础设施、政府储备资产、自然资源资产是否需要纳入经管资产管理范畴？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
政府采购活动中，供应商如何保障自己的合法权益？,政府采购质疑和投诉办法,1,2
拍卖机构在拍卖中心需要履行哪些业务活动？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,1,1
中标结果公布后，还需要再次公告之前的采购文件吗？,财政部关于做好政府采购信息公开工作的通知,1,3
可以使用经过背书转让的支票提交投标保证金吗？,投标保证金提交与退还操作须知,1,1
如果中标人提供虚假文件，会有什么后果？,招标拍卖挂牌出让国有建设用地使用权规定,1,1
哪些设施属于碳排放管理中的“排放设施”？,上海市碳排放管理试行办法,1,1
隔夜评标结束后，上海市交易中心是否提供封标服务？,【综合采购】上海市公共资源交易中心隔夜评标操作指引,1,2
在招投标过程中，如果发现相关管理人员有玩忽职守、滥用职权等行为，应如何处理？,上海市房地产转让办法,0,
发起方和代理机构如何预约交易场所进行开标、评标评审等活动？,上海市公共资源交易管理办法,0,
挂牌出让的最低挂牌时间是多久？在挂牌期间能否调整增价幅度？,招标拍卖挂牌出让国有建设用地使用权规定,1,2
行政事业单位资产管理面临的主要挑战是什么？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
招标人或其委托的招标代理机构在选择第三方运营的电子招标投标交易平台时，需要履行哪些手续？,电子招标投标办法,1,1
如果一家公司在12个月内多次投诉但查无实据，会有什么后果？,政府采购质疑和投诉办法,1,1
询价采购中，供应商提交响应文件的截止时间最少需要提前多少天通知？,政府采购非招标采购方式管理办法,1,1
预算金额在500万元以上的地方采购项目信息如何进行公开？,财政部关于做好政府采购信息公开工作的通知,1,1
在进行政府采购活动时，采购人需要查询哪些渠道来获取供应商的信用记录？,财政部关于在政府采购活动中查询及使用信用记录有关问题的通知,1,1
在哪些情况下，询价采购活动需要终止并重新开展？,政府采购非招标采购方式管理办法,1,1
工程招标代理机构与招标人是否必须签订书面委托合同？代理费的收取标准如何确定？,工程建设项目施工招标投标办法,1,1
成交供应商未按采购文件签订合同会有什么后果？,政府采购非招标采购方式管理办法,1,1
入选评标专家库的专家需要满足哪些条件？,评标专家和评标专家库管理暂行办法,1,1
在金融企业国有资产转让过程中，哪些情况下财政部门可以要求中止或终止资产转让活动？,金融企业国有资产转让管理办法,1,1
电子招标投标活动在法律效力上与纸质形式的招标投标活动有何区别？,电子招标投标办法,1,1
中标结果公告的时限和要求是什么？,政府采购货物和服务招标投标管理办法,1,1
国有土地上房屋转让需要满足哪些条件？,上海市房地产转让办法,1,1
供应商在登记入库时提供的信息需要承担哪些责任？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),1,1
大型居住社区工程建设中，如何获取相关咨询服务和支持？,上海市城乡建设和交通委员会关于印发《关于加强本市大型居住社区工程建设服务和管理工作的若干意见》的通知,1,1
商品房预售需要满足哪些条件？,上海市房地产转让办法,1,1
行政监督部门在受理我的投诉后，会采取哪些措施进行调查？对于复杂的投诉事项，他们会如何处理？,工程建设项目招标投标活动投诉处理办法,1,1
在招投标过程中，如果对供应商进行行政处罚，需要遵循哪些程序？,上海市房地产转让办法,0,
如果招标文件中英文版本和中文版本的条款不一致，应以哪个版本为准？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,2
政府和社会资本合作项目采用竞争性磋商采购方式时，是否需要遵循特别规定？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,2
依法必须招标的工程建设项目在进行货物招标前需要满足哪些条件？,工程建设项目货物招标投标办法,1,1
供应商在截止时间前可以对已提交的询价响应文件进行修改吗？,政府采购非招标采购方式管理办法,1,1
政府采购合同已经签订但还没履行，如果需要撤销合同，后续应该怎么操作？,中华人民共和国政府采购法实施条例,1,1
磋商小组在进行磋商时，是否需要确保每个供应商都有平等的磋商机会？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,1
在进行工程施工招标前，需要满足哪些基本条件？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,4
在政府采购过程中，如果发现采购人员与供应商存在利害关系，应当如何处理？,财政部关于加强政府采购活动内部控制管理的指导意见,0,
编制资格预审文件时，采购人应当考虑哪些因素？,政府采购货物和服务招标投标管理办法,1,1
竞争性磋商公告中必须包含哪些主要内容？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,1
如果在政府采购过程中发现违法行为且影响成交结果，应如何处理？,政府采购非招标采购方式管理办法,1,1
邀请招标方式中，如何确定符合资格条件的供应商名单？,政府采购货物和服务招标投标管理办法,1,1
行政事业单位应如何加强资产使用管理？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
谈判文件发出后，供应商提交首次响应文件的最短时间是多少？在此期间能否对谈判文件进行澄清或修改？,政府采购非招标采购方式管理办法,1,1
如果水运工程建设项目未履行审批手续就进行招标，会受到什么处罚？,水运工程建设项目招标投标管理办法,1,1
在挂牌出让过程中，竞买人如何进行报价？,招标拍卖挂牌出让国有建设用地使用权规定,1,2
如果招标人无正当理由不与中标人签订合同，中标人能否获得赔偿？,房屋建筑和市政基础设施工程施工招标投标管理办法,0,
在企业国有资产交易过程中，交易双方发生争议时应如何解决？,企业国有资产交易监督管理办法,1,1
已出租的房地产转让后，原租赁合同如何处理？,上海市房地产转让办法,1,2
在招标拍卖挂牌出让公告中，出让人是否可以设置一些特定的条件来筛选投标人？,招标拍卖挂牌出让国有建设用地使用权规定,1,1
采购人在确定采购项目属性时需要依据什么标准？,政府采购货物和服务招标投标管理办法,1,1
投标人如果在截止时间前撤回投标文件，投标保证金何时退还？,政府采购货物和服务招标投标管理办法,0,
会员如果违反了本办法规定，将会受到怎样的处理？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,2
发布媒介无正当理由延误招标公告发布时间，会受到什么处罚？,招标公告和公示信息发布管理办法,1,1
上海市的公共资源拍卖活动是否必须通过公共资源拍卖平台进行？,上海市商务委员会等七部门关于印发《上海市公共资源拍卖管理办法》的通知,1,1
如果采购代理机构未按规定退还投标保证金，会有什么法律后果？,政府采购货物和服务招标投标管理办法,1,7
哪些行为会被视为限制或排斥潜在投标人？,电子招标投标办法,0,
上海市公共资源交易中心评标（评审）专家信用记分在80分到95分之间时，评估结果是什么？,【综合采购】上海市公共资源交易中心评标（评审）专家信用记分评估标准（试行）,1,1
招标过程中，招标人能否在资格审查时增加未在招标文件中明确的资格条件？,工程建设项目施工招标投标办法,1,1
如果招标过程中存在违法行为，导致中标结果受到影响，中标人是否会被取消中标资格？,工程建设项目施工招标投标办法,1,5
在质疑答复和投诉处理过程中，哪些信息需要保密？,政府采购质疑和投诉办法,1,1
运营机构或区域性股权市场参与者违反规定时，地方金融监管部门可以采取哪些监督管理措施？,区域性股权市场监督管理试行办法,1,1
非专门面向中小企业的政府采购项目中，小型和微型企业产品的价格如何处理？,财政部、工业和信息化部关于印发《政府采购促进中小企业发展暂行办法》的通知,1,1
招标公告和公示信息发布后，市场主体和社会公众可以通过什么方式提出意见或反映情况？,招标公告和公示信息发布管理办法,1,1
如果拍卖标的存在未声明的瑕疵，请求赔偿的诉讼时效是多久？,中华人民共和国拍卖法,1,1
如果只产生一个符合条件的意向受让方，产权转让应如何进行？,金融企业国有资产转让管理办法,1,1
招标人对资格预审文件或招标文件进行澄清或修改时，应该如何通知潜在投标人？,电子招标投标办法,0,
询价采购中，询价小组如何确定成交候选人？,政府采购非招标采购方式管理办法,1,2
采购人与成交供应商应在成交通知书发出后多长时间内签订政府采购合同？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,9
上海市公共资源交易中心中介机构信用记分在80到95分之间，评估结果和标注颜色是什么？,【综合采购】上海市公共资源交易中心中介机构和中介机构从业人员信用记分评估标准（试行）,1,1
受让人在什么条件下可以申请办理土地登记并领取使用权证书？,招标拍卖挂牌出让国有建设用地使用权规定,0,
预售商品房交付时，因分摊共用部位或测量误差导致建筑面积增减，转让总价格会变化吗？,上海市房地产转让办法,1,1
在产权交易过程中，如果申请人未提出中止或终结申请，联交所能否自行决定中止或终结交易？,【产权交易】上海联合产权交易所有限公司交易中止和终结操作细则（沪联产交〔2018〕50号）,1,1
在碳排放配额管理中，基准线法是如何确定企业未来年度碳排放配额的？,上海市碳排放管理试行办法,1,1
如果我对行政监督部门的投诉处理决定不满意，有哪些法律途径可以救济？,工程建设项目招标投标活动投诉处理办法,1,1
如果需要取消上海市公共资源交易中心隔夜评标场地预约，应在何时提出申请？,【综合采购】上海市公共资源交易中心隔夜评标操作指引,1,1
在资格审查过程中，主要需要审查潜在投标人或投标人哪些方面的条件？,工程建设项目施工招标投标办法,1,1
在产权转让项目中，如果需要设置受让方资格条件，应当如何操作？,企业国有资产交易监督管理办法,1,4
如果评标委员会成员因故缺席，评标过程该如何继续？,政府采购货物和服务招标投标管理办法,1,2
如果国有资产监督管理机构违法干预所出资企业的生产经营活动，导致国有资产损失，会承担什么责任？,企业国有资产监督管理暂行条例,1,1
哪些类型的用地必须通过招标、拍卖或挂牌方式出让？,招标拍卖挂牌出让国有建设用地使用权规定,1,2
如果一个工程项目已经进行了总承包招标，但部分货物未包含在内，这些货物是否需要单独进行招标？,工程建设项目货物招标投标办法,1,1
采购人在委托代理机构进行采购时，需要特别注意哪些事项？,财政部关于加强政府采购活动内部控制管理的指导意见,1,3
在采用书面推荐方式选择供应商时，采购人推荐的供应商比例有何限制？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,0,
碳排放交易所在运营中若出现违规行为，会受到哪些处罚？,上海市碳排放管理试行办法,1,8
上海市房地产转让的行政主管部门是哪些？,上海市房地产转让办法,1,1
政府采购信息公开需要涵盖哪些内容？,财政部关于做好政府采购信息公开工作的通知,1,1
自然人能否参与上海市政府采购活动？是否需要登记入库？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),1,1
供应商在提交最后报价前退出磋商，其磋商保证金会如何处理？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,1
当产生多个意向受让方时，转让方应如何进行产权交易？,金融企业国有资产转让管理办法,1,1
哪些主体可以对公共资源交易活动进行监督？,上海市公共资源交易管理办法,0,
哪些主体可以参加国有建设用地使用权的招标拍卖挂牌出让活动？,招标拍卖挂牌出让国有建设用地使用权规定,1,1
采用邀请招标方式时，招标人需要向多少家施工企业发出投标邀请书？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,2
投标人在提交投标保证金时需要注意哪些事项？,投标保证金提交与退还操作须知,1,1
国有独资企业未按规定向国有资产监督管理机构报告财务状况，会受到哪些处罚？,企业国有资产监督管理暂行条例,1,1
哪些资源属于上海市公共资源拍卖管理办法中定义的公共资源？,上海市商务委员会等七部门关于印发《上海市公共资源拍卖管理办法》的通知,1,1
承接主体是否可以将政府购买的服务项目转包给其他主体？,政府购买服务管理办法,1,1
在确定政务信息系统采购需求时，采购人需要依据哪些文件和实际需求？,财政部关于印发《政务信息系统政府采购管理暂行办法》的通知,1,1
招标人在发布招标公告后终止招标，是否需要退还投标保证金及利息？,工程建设项目施工招标投标办法,1,4
地方政府的国有资产监督管理机构能否自行制定招投标的实施办法？,企业国有资产监督管理暂行条例,1,3
第三方机构应在什么时间前提交碳排放核查报告？,上海市碳排放管理试行办法,1,1
如果一个项目使用了200万元人民币以上的预算资金，但该资金只占投资额的8%，是否需要招标？,必须招标的工程项目规定,1,1
资产转让项目的信息公告期如何确定？,企业国有资产交易监督管理办法,1,3
在综合评分法中，货物项目和服务项目的价格分值占总分值的比重分别是多少？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,1
在进行房屋建设工程转让时，转让人需要向受让人提供哪些文件？,上海市房地产转让办法,1,1
如果企业的年度碳排放量未达到规定规模，是否可以申请纳入配额管理？,上海市碳排放管理试行办法,1,1
中标人如何申请退还投标保证金？,投标保证金提交与退还操作须知,1,1
国有资产监督管理机构能否干预所出资企业的日常生产经营活动？,企业国有资产监督管理暂行条例,1,1
评标委员会在什么情况下可以否决所有投标？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,8
供应商在登记申请前三年内有重大违法记录，会影响入库吗？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),1,1
拍卖新机动车时，需要查验哪些证照？,机动车拍卖规程,1,1
在投标截止时间前，采购人能否透露已获取招标文件的潜在投标人的信息？,政府采购货物和服务招标投标管理办法,1,1
财政部门在建立健全行政事业资产管理机构方面有哪些具体要求？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
联交所出具产权交易凭证后，如何进行交易结果的公告？,【产权交易】上海联合产权交易所有限公司企业国有产权转让出具交易凭证操作细则（沪联产交〔2018〕45号）,1,1
上海联合产权交易所有限公司客户业务咨询专线电话是什么？,【产权交易】上海联合产权交易所有限公司业务咨询接待服务规定（沪联产交〔2019〕49号）,1,1
办理登记结算业务的机构在处理投资者证券时有哪些具体要求？,区域性股权市场监督管理试行办法,1,1
采购人或者采购代理机构违反规定且情节严重，相关责任人会受到什么处罚？,政府采购非招标采购方式管理办法,1,1
联交所收到中止申请后，多久内会作出决定？,【产权交易】上海联合产权交易所有限公司交易中止和终结操作细则（沪联产交〔2018〕50号）,1,1
国家出资企业的产权转让需要经过哪些审核程序？,企业国有资产交易监督管理办法,1,1
采购文件中需要明确哪些关于信用信息查询的具体内容？,财政部关于在政府采购活动中查询及使用信用记录有关问题的通知,1,1
哪些公共资源交易事项可以列入交易目录？,上海市公共资源交易管理办法,1,1
在拍卖过程中，如果竞买人的最高应价未达到底价，主持人应如何处理？,招标拍卖挂牌出让国有建设用地使用权规定,1,1
邀请招标项目中，可以用什么材料替代“报名凭证”？,投标保证金提交与退还操作须知,0,
纳入配额管理的单位应在何时提交上一年度的碳排放报告？,上海市碳排放管理试行办法,1,1
如果转让方或增资企业违反相关规定或侵害国有权益，国资监管机构应采取什么措施？,企业国有资产交易监督管理办法,1,1
社会公众和市场主体是否需要付费才能注册登录电子招标投标公共服务平台？,电子招标投标办法,1,1
国家出资企业的董事、监事、高级管理人员在哪些行为会造成国有资产损失，需依法承担赔偿责任？,中华人民共和国企业国有资产法,1,1
在工程建设项目货物招标投标活动中，是否可以优先考虑本地供应商？,工程建设项目货物招标投标办法,1,1
拍卖成交后，委托人不协助办理证照变更和产权过户手续，导致损失，责任如何承担？,拍卖管理办法,1,1
在什么情况下，潜在投标人或投标人可以要求招标人或其招标代理机构对招标公告和公示信息进行澄清、改正、补充或调整？,招标公告和公示信息发布管理办法,1,1
如果房屋建设工程在转让前已经预售了商品房，预购人有哪些权利？,上海市房地产转让办法,1,1
评标委员会成员在评标过程中有哪些行为是被明确禁止的？,政府采购货物和服务招标投标管理办法,0,
如果投标文件中的投标函只盖了公司章，没有法定代表人印章，这份投标文件是否有效？,房屋建筑和市政基础设施工程施工招标投标管理办法,0,
如果两家投标单位的报价完全相同，如何确定中标候选人？,政府采购货物和服务招标投标管理办法,1,1
采购人或者采购代理机构在评审过程中能否对评审专家进行倾向性或误导性的解释？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,9
在上海市建设工程勘察项目中，网上填报的表格需要打印并盖章确认吗？,上海市城乡建设和交通委员会关于印发《可直接发包产业项目的直接发包手续与建设工程合同备案手续合并办理的办事指南》的通知,1,1
如果我在投诉中提供了虚假材料，行政监督部门会如何处理？,工程建设项目招标投标活动投诉处理办法,1,2
交易所在哪些情况下会被市发展改革部门处以罚款？,上海市碳排放管理试行办法,1,2
房地产买卖中，一方违反合同约定，除了支付违约金外，是否还需赔偿对方损失？,上海市房地产转让办法,1,1
在办理上海市建设工程勘察项目的直接发包和合同备案手续前，需要满足哪些条件？,上海市城乡建设和交通委员会关于印发《可直接发包产业项目的直接发包手续与建设工程合同备案手续合并办理的办事指南》的通知,1,1
在处理复杂的招投标投诉时，行政监督部门可以联合其他部门进行调查吗？,工程建设项目招标投标活动投诉处理办法,1,1
国有控股企业的产权转让决策过程中，国有股东委派的股东代表应如何行使权利？,企业国有资产交易监督管理办法,1,5
上海环境能源交易所是否鼓励金融机构参与碳排放交易？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,3
如果采购人在规定时间内未确定成交供应商且未提出异议，该如何处理？,政府采购非招标采购方式管理办法,1,2
房地产转让广告和样品房展示有哪些真实性要求？,上海市房地产转让办法,1,1
为什么各地区和各部门需要高度重视政府采购信息公开工作？,财政部关于做好政府采购信息公开工作的通知,1,1
资格预审公告中需要包含哪些具体内容？,财政部关于做好政府采购信息公开工作的通知,0,
联合体投标时，保证金可以由其中一方单独缴纳吗？,政府采购非招标采购方式管理办法,1,2
工程量清单是否必须包含在招标文件中？,建筑工程施工发包与承包计价管理办法,1,1
上海市公共资源交易中心评标（评审）专家专家的信用记分在什么范围内会被评为一般？,【综合采购】上海市公共资源交易中心评标（评审）专家信用记分评估标准（试行）,1,1
哪些情况下，采购人应当拒绝供应商参与政府采购活动？,财政部关于在政府采购活动中查询及使用信用记录有关问题的通知,0,
如果拍卖企业或委托人未说明拍卖标的的瑕疵，导致买受人受损，买受人该如何维权？,拍卖管理办法,1,2
房地产交易管理机构在受理过户申请后，多长时间内需要完成审核？,上海市房地产转让办法,1,1
评标结果汇总完成后，发现分值汇总计算错误，可以修改评标结果吗？,政府采购货物和服务招标投标管理办法,1,1
在制定采购需求时，如何确保系统能够接入国家共享数据交换平台？,财政部关于印发《政务信息系统政府采购管理暂行办法》的通知,1,1
转让方在完成上市公司股份转让后，需要办理哪些后续手续？,金融企业国有资产转让管理办法,1,1
在招标、拍卖或挂牌方式确定中标人或竞得人后，他们的保证金如何处理？,招标拍卖挂牌出让国有建设用地使用权规定,1,1
综合类会员如何管理自营业务和代理业务的资金？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,2
供应商对评审结果提出质疑时，采购人可以如何处理？,政府采购质疑和投诉办法,1,2
在采购进口产品的采购文件中，需要特别注明哪些优先采购条件？,财政部关于印发《政府采购进口产品管理办法》的通知,1,1
房地产转让的双方需要满足哪些资格条件？,上海市房地产转让办法,1,1
如果中标人拒绝与招标人签订合同，投标保证金会如何处理？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,10
行政事业单位在国有资产管理中需要建立哪些内部机制？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
国有独资企业的主要负责人是否需要接受任期经济责任审计？,中华人民共和国企业国有资产法,1,2
受托机构的尽职调查工作主要包括哪些方面？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
企业在区域性股权市场发行可转换为股票的公司债券需要满足哪些条件？,区域性股权市场监督管理试行办法,1,1
招标公告或投标邀请书必须包含哪些基本信息？,工程建设项目施工招标投标办法,1,1
采购人在确定成交供应商时，需要遵循哪些原则？,政府采购非招标采购方式管理办法,1,4
在什么情况下，采购人需要在省级以上财政部门指定媒体上进行公示？,财政部关于做好政府采购信息公开工作的通知,1,3
综合评议项目中，增资人如何确定最终投资人？,【产权交易】企业增资业务规则（试行）,1,3
如果拍卖标的再次拍卖，原买受人需要承担哪些费用？,中华人民共和国拍卖法,1,1
电子招标投标活动及相关主体是否需要接受行政监督和监察？,电子招标投标办法,1,1
预购人能否自由转让预售商品房？,上海市房地产转让办法,1,1
如果信息披露期满未征集到意向受让方，转让方可以采取哪些措施？,企业国有资产交易监督管理办法,1,1
在综合评分法中，如果两个投标人的得分相同，如何确定他们的排名顺序？,政府采购货物和服务招标投标管理办法,1,1
